id	decision_id	scope	lifecycle	form_kind	symbol	surface	examples	source_evidence	parser_status	parser_evidence	formatter_emission_status	formatter_emission_evidence	formatter_roundtrip_status	formatter_roundtrip_evidence	linter_recognition_status	linter_recognition_evidence	linter_teaching_status	linter_teaching_evidence	language_server_status	language_server_evidence	canvas_status	canvas_evidence
syntax-d-job-subcmd1-symbol-job-reserved-cli-remove-c655d346	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	remove		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:847	covered	crates/jet-parser/src/FencedNames.rs:695;crates/jet-parser/src/Parser/Expressions/binary_unary.rs:267;crates/jet-parser/src/Parser/Expressions/calls.rs:208;crates/jet-parser/src/Parser/Expressions/lambdas.rs:145;crates/jet-parser/src/Parser/Expressions/patterns.rs:244;crates/jet-parser/src/Parser/Expressions/primary.rs:1065	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	tests/fmt.rs:2106;tests/fmt.rs:2108	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-parser/src/Parser/Items/imports_policy.rs:1632;crates/jet-parser/src/Parser/Items/imports_policy.rs:1657;crates/jet-sema/src/Sema/UnsafeObligations.rs:416;crates/jet-sema/src/Sema/UnsafeObligations.rs:448;tests/ui_lint/l2401_method_bool.warn:16;tests/ui_lint/repeated_list_head.warn:7	covered	Source/LSP/mod.rs:173;Source/LSP/Server.rs:207;Source/LSP/Server.rs:243;Source/LSP/Server.rs:247;Source/LSP/Server.rs:519;Source/LSP/Server.rs:736	covered	crates/jet-devserver/src/Canvas/debug_source_git.rs:178;crates/jet-devserver/src/Canvas/debug_source_git.rs:215;crates/jet-devserver/src/Canvas/debug_source_git.rs:408;crates/jet-devserver/src/Canvas/debug_source_git.rs:595;crates/jet-devserver/src/Canvas/debug_source_git.rs:630;crates/jet-devserver/src/Canvas/debug_source_git.rs:637
syntax-d-job-subcmd1-symbol-job-reserved-cli-repl-3e1792d3	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	repl		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:844	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/repl_effect_denied_e1803.stderr:3;tests/ui/repl_effect_denied_e1803.stderr:7;tests/ui/repl_effect_denied_e1803.stderr:8	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-replay-5df8265d	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	replay		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:976	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/game_replay_wrong_artifact_e0103.stderr:1;tests/ui/game_replay_wrong_artifact_e0103.stderr:4;tests/ui/game_replay_wrong_artifact_e0103.stderr:6;tests/ui/replayable_reaches_io.stderr:6	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-repo-3f179466	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	repo		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:882	covered	crates/jet-parser/src/Parser/Modules.rs:1249	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/secret_in_build.stderr:6	covered	editors/vscode/extension.js:213;editors/zed/extension.toml:21	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-report-c9648d98	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	report		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:882	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	tests/fmt.rs:133	covered	crates/jet-foundation/src/LintPolicy.rs:88	covered	crates/jet-foundation/src/Diagnostics.rs:1892;crates/jet-foundation/src/Evidence.rs:892;crates/jet-foundation/src/LintPolicy.rs:88;crates/jet-foundation/src/MachineOutput.rs:156;crates/jet-foundation/src/RuntimeDiagnosticCore.rs:190;tests/ui_lint/ambient_err_shadow.warn:1	covered	Source/LSP/Check.rs:328;Source/LSP/Check.rs:333;Source/LSP/Check.rs:334;Source/LSP/Check.rs:335;Source/LSP/Check.rs:337;Source/LSP/Check.rs:338	covered	crates/jet-canvas/src/js/bootstrap.js:3;crates/jet-canvas/src/js/project-navigation.js:1739;crates/jet-canvas/src/js/project-navigation.js:1748;crates/jet-canvas/src/js/project-navigation.js:1751;crates/jet-canvas/src/js/session-workbench.js:180;crates/jet-canvas/src/js/session-workbench.js:345
syntax-d-job-subcmd1-symbol-job-reserved-cli-reserved-cfc9de8e	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	reserved		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:885	covered	crates/jet-parser/src/lib.rs:577;crates/jet-parser/src/Parser/Expressions/primary.rs:371;crates/jet-parser/src/Parser/Items/distinct_units_structs.rs:819;crates/jet-parser/src/Parser/Items/reactive_unsafe_c.rs:418;crates/jet-parser/src/Parser/Items/reactive_unsafe_c.rs:431;crates/jet-parser/src/Parser/mod.rs:863	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Registry.rs:1056;crates/jet-parser/src/lib.rs:577;crates/jet-parser/src/Parser/mod.rs:2203;tests/ui/analytics_query_unknown_column.stderr:6;tests/ui/binpat_unaligned_rest.stderr:7;tests/ui/build_action_failed.stderr:6	covered	editors/tree-sitter/src/grammar.json:8621;editors/zed/grammar-repo/src/grammar.json:8571;editors/zed/grammars/jet/src/grammar.json:8571;Source/LSP/Features.rs:941;Source/LSP/Server.rs:4020;Source/LSP/Server.rs:4021	covered	crates/jet-devserver/src/Canvas/project_transactions.rs:1579
syntax-d-job-subcmd1-symbol-job-reserved-cli-restart-02389065	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	restart		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:971	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/repl_effect_denied_e1803.stderr:8	covered	editors/vscode/extension.js:184	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-restore-role-files-09a6d975	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	restore_role_files		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:938	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-run-04b2e563	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	run		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:839	covered	crates/jet-parser/src/FencedNames.rs:835;crates/jet-parser/src/FencedNames.rs:854;crates/jet-parser/src/FencedNames.rs:855;crates/jet-parser/src/FencedNames.rs:856;crates/jet-parser/src/FencedNames.rs:857;crates/jet-parser/src/FencedNames.rs:858	covered	crates/jet-parser/src/Formatter/Expressions.rs:3010;crates/jet-parser/src/Formatter/Expressions.rs:3013;crates/jet-parser/src/Formatter/Expressions.rs:3014;crates/jet-parser/src/Formatter/Expressions.rs:3016;crates/jet-parser/src/Formatter/mod.rs:2368;crates/jet-parser/src/Formatter/mod.rs:2392	covered	tests/fmt.rs:11;tests/fmt.rs:17;tests/fmt.rs:60;tests/fmt.rs:61;tests/fmt.rs:86;tests/fmt.rs:90	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-parser/src/FencedNames.rs:854;crates/jet-parser/src/FencedNames.rs:855;crates/jet-parser/src/FencedNames.rs:856;crates/jet-parser/src/FencedNames.rs:857;crates/jet-parser/src/FencedNames.rs:858;crates/jet-parser/src/lib.rs:467	covered	Source/LSP/Check.rs:185;Source/LSP/Check.rs:235;Source/LSP/Check.rs:314;Source/LSP/Completion.rs:817;Source/LSP/Features.rs:642;Source/LSP/Features.rs:687	covered	crates/jet-devserver/src/Canvas/debug_source_git.rs:814;crates/jet-devserver/src/Canvas/debug_source_git.rs:1302;crates/jet-devserver/src/Canvas/debug_source_git.rs:1432;crates/jet-devserver/src/Canvas/debug_source_git.rs:1435;crates/jet-devserver/src/Canvas/debug_source_git.rs:1459
syntax-d-job-subcmd1-symbol-job-reserved-cli-rust-769360d0	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	rust		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:858	covered	crates/jet-parser/src/Parser/Items/external_tests_ffi.rs:599;crates/jet-parser/src/Parser/Items/external_tests_ffi.rs:601;crates/jet-parser/src/Parser/Items/imports_policy.rs:797;crates/jet-parser/src/Parser/Items/imports_policy.rs:800	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/ffi_bad_path.stderr:1;tests/ui/ffi_bad_path.stderr:2;tests/ui/ffi_bad_path.stderr:3;tests/ui/ffi_missing_version.stderr:4;tests/ui/ffi_missing_version.stderr:6	covered	editors/jet.tmGrammar:92;editors/tree-sitter/grammar.js:17;editors/tree-sitter/grammar.js:298;editors/tree-sitter/src/grammar.json:1360;editors/tree-sitter/src/node-types.json:16025;editors/vscode/syntaxes/jet.tmLanguage.json:92	covered	crates/jet-devserver/src/Canvas/debug_source_git.rs:776;crates/jet-devserver/src/Canvas/debug_source_git.rs:840
syntax-d-job-subcmd1-symbol-job-reserved-cli-sbom-e298a47b	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	sbom		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:908	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-schema-b5d9486d	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	schema		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:905	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/data_schema_requires_typed_container.stderr:1;tests/ui/data_schema_requires_typed_container.stderr:4;tests/ui/data_schema_requires_typed_container.stderr:6	covered	Source/LSP/Completion.rs:657;Source/LSP/Completion.rs:659;Source/LSP/Completion.rs:660;Source/LSP/Completion.rs:694;Source/LSP/Completion.rs:790;Source/LSP/Completion.rs:795	covered	crates/jet-devserver/src/Canvas/edit_actions.rs:52;crates/jet-devserver/src/Canvas/edit_actions.rs:53;crates/jet-devserver/src/Canvas/edit_actions.rs:54;crates/jet-devserver/src/Canvas/edit_actions.rs:452;crates/jet-devserver/src/Canvas/project_transactions.rs:2026;crates/jet-devserver/src/Canvas/schema_api.rs:413
syntax-d-job-subcmd1-symbol-job-reserved-cli-scope-975366f6	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	scope		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:992	covered	crates/jet-parser/src/Formatter/mod.rs:999;crates/jet-parser/src/Parser/Items/external_tests_ffi.rs:222;crates/jet-parser/src/Parser/Items/external_tests_ffi.rs:223;crates/jet-parser/src/Parser/Items/external_tests_ffi.rs:229;crates/jet-parser/src/Parser/Items/external_tests_ffi.rs:231	covered	crates/jet-parser/src/Formatter/mod.rs:999	covered	crates/jet-parser/src/Parser/mod.rs:1603;crates/jet-parser/src/Parser/mod.rs:1661;tests/fmt.rs:403;tests/fmt.rs:404;tests/fmt.rs:2762	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax/retirements.rs:532;crates/jet-parser/src/Parser/Items/imports_policy.rs:1632;crates/jet-parser/src/Parser/Items/imports_policy.rs:1657;crates/jet-parser/src/Parser/Statements/control.rs:1419;crates/jet-sema/src/Sema/CheckerSchedule.rs:193;tests/ui_lint/shared_guard_long_scope.warn:1	covered	Source/LSP/mod.rs:612;Source/LSP/mod.rs:617;Source/LSP/mod.rs:844;Source/LSP/mod.rs:1023;Source/LSP/mod.rs:1032;Source/LSP/mod.rs:1033	covered	crates/jet-devserver/src/Canvas/debug_source_git.rs:390;crates/jet-devserver/src/Canvas/edit_actions.rs:562;crates/jet-devserver/src/Canvas/edit_actions.rs:567;crates/jet-devserver/src/Canvas/edit_actions.rs:600;crates/jet-devserver/src/Canvas/edit_actions.rs:643;crates/jet-devserver/src/Canvas/edit_actions.rs:644
syntax-d-job-subcmd1-symbol-job-reserved-cli-search-f0588e4a	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	search		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:911	covered	crates/jet-parser/src/Parser/Statements/control.rs:246	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/inferred_new_ambiguous.stderr:6;tests/ui/value_loop_exhaustion_route.stderr:16;tests/ui/value_loop_exhaustion_route.stderr:25	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	covered	crates/jet-canvas/src/html.rs:151;crates/jet-canvas/src/html.rs:160;crates/jet-canvas/src/html.rs:202;crates/jet-canvas/src/html.rs:203;crates/jet-canvas/src/html.rs:204;crates/jet-canvas/src/html.rs:206
syntax-d-job-subcmd1-symbol-job-reserved-cli-seed-fcaec763	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	seed		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:998	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/retired_time_clock.stderr:7;tests/ui/semaphore_teaching.stderr:7;tests/ui/semaphore_teaching.stderr:16	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-self-0cc029b4	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	self		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:859	covered	crates/jet-parser/src/FencedNames.rs:27;crates/jet-parser/src/FencedNames.rs:28;crates/jet-parser/src/FencedNames.rs:31;crates/jet-parser/src/FencedNames.rs:37;crates/jet-parser/src/FencedNames.rs:38;crates/jet-parser/src/Formatter/Expressions.rs:11	covered	crates/jet-parser/src/Formatter/Expressions.rs:11;crates/jet-parser/src/Formatter/Expressions.rs:16;crates/jet-parser/src/Formatter/Expressions.rs:34;crates/jet-parser/src/Formatter/Expressions.rs:46;crates/jet-parser/src/Formatter/Expressions.rs:47;crates/jet-parser/src/Formatter/Expressions.rs:48	covered	tests/fmt.rs:1245;tests/fmt.rs:1246;tests/fmt.rs:1262;tests/fmt.rs:1266	covered	crates/jet-parser/src/Parser/mod.rs:606;crates/jet-parser/src/Parser/mod.rs:607;crates/jet-parser/src/Parser/Statements/conditionals.rs:416;crates/jet-parser/src/Parser/Statements/conditionals.rs:430;crates/jet-parser/src/Parser/Statements/conditionals.rs:483;crates/jet-parser/src/Parser/Statements/conditionals.rs:1430	covered	crates/jet-parser/src/Formatter/Expressions.rs:780;crates/jet-parser/src/Formatter/Expressions.rs:2210;crates/jet-parser/src/Formatter/Expressions.rs:2650;crates/jet-parser/src/Formatter/Expressions.rs:3073;crates/jet-parser/src/Parser/Expressions/binary_unary.rs:69;crates/jet-parser/src/Parser/Expressions/binary_unary.rs:77	covered	Source/LSP/Adapter.rs:40;Source/LSP/Adapter.rs:51;Source/LSP/Adapter.rs:52;Source/LSP/Adapter.rs:77;Source/LSP/Adapter.rs:78;Source/LSP/Adapter.rs:138	covered	crates/jet-devserver/src/Canvas/debug_source_git.rs:53;crates/jet-devserver/src/Canvas/debug_source_git.rs:54;crates/jet-devserver/src/Canvas/debug_source_git.rs:107;crates/jet-devserver/src/Canvas/debug_source_git.rs:108;crates/jet-devserver/src/Canvas/debug_source_git.rs:138;crates/jet-devserver/src/Canvas/debug_source_git.rs:161
syntax-d-job-subcmd1-symbol-job-reserved-cli-semindex-849c1bf3	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	semindex		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:902	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-serial-2e7e1656	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	serial		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:995	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	covered	crates/jet-devserver/src/Canvas/debug_source_git.rs:218;crates/jet-devserver/src/Canvas/debug_source_git.rs:219;crates/jet-devserver/src/Canvas/debug_source_git.rs:236
syntax-d-job-subcmd1-symbol-job-reserved-cli-serve-02ce9f45	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	serve		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:841	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/output_entry_contract.stderr:1;tests/ui/output_entry_contract.stderr:4;tests/ui/output_entry_contract.stderr:7	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	covered	crates/jet-canvas/src/js/input-events.js:396
syntax-d-job-subcmd1-symbol-job-reserved-cli-services-2e0900ee	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	services		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:916	covered	crates/jet-parser/src/Parser/Modules.rs:256;crates/jet-parser/src/Parser/Modules.rs:1473;crates/jet-parser/src/Parser/Modules.rs:1511	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	covered	crates/jet-devserver/src/Canvas/project_scan.rs:896;crates/jet-devserver/src/Canvas/project_scan.rs:897;crates/jet-devserver/src/Canvas/project_scan.rs:916;crates/jet-devserver/src/Canvas/project_scan.rs:924;crates/jet-devserver/src/Canvas/project_scan.rs:1099;crates/jet-devserver/src/Canvas/project_scan.rs:1109
syntax-d-job-subcmd1-symbol-job-reserved-cli-shuffle-c8ad36cb	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	shuffle		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:994	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-skipped-6dd3a0ba	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	skipped		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:941	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	tests/fmt.rs:1621;tests/fmt.rs:1624;tests/fmt.rs:1626;tests/fmt.rs:1629	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/destructure_partial_missing_rest.stderr:6	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-job-subcmd1-symbol-job-reserved-cli-small-b92948f1	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	small		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:943	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/ffi_no_cargo.stderr:2;tests/ui/inline_always_too_large.stderr:7	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	covered	crates/jet-canvas/src/html.rs:129;crates/jet-canvas/src/html.rs:131;crates/jet-canvas/src/html.rs:173;crates/jet-canvas/src/html.rs:180;crates/jet-canvas/src/html.rs:184;crates/jet-canvas/src/html.rs:200
syntax-d-job-subcmd1-symbol-job-reserved-cli-spdx-846297fd	D-JOB-SUBCMD1	user	current	keyword_or_name	JOB_RESERVED_CLI	spdx		crates/jet-foundation/src/Syntax/math_layout.rs:830;crates/jet-foundation/src/Syntax/math_layout.rs:832;crates/jet-foundation/src/Syntax/math_layout.rs:959	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
