id	decision_id	scope	lifecycle	form_kind	symbol	surface	examples	source_evidence	parser_status	parser_evidence	formatter_emission_status	formatter_emission_evidence	formatter_roundtrip_status	formatter_roundtrip_evidence	linter_recognition_status	linter_recognition_evidence	linter_teaching_status	linter_teaching_evidence	language_server_status	language_server_evidence	canvas_status	canvas_evidence
syntax-d-alias-op1-symbol-kw-alias-alias-093f4cb6	D-ALIAS-OP1	user	current	keyword_or_name	KW_ALIAS	alias	alias Name<T> :: …	crates/jet-foundation/src/Syntax/core_surface.rs:334;crates/jet-foundation/src/Syntax/core_surface.rs:337;crates/jet-foundation/src/Syntax/core_surface.rs:337	covered	crates/jet-parser/src/Formatter/Expressions.rs:2060;crates/jet-parser/src/Formatter/Expressions.rs:2062;crates/jet-parser/src/Formatter/Items.rs:1147;crates/jet-parser/src/Formatter/Items.rs:2221;crates/jet-parser/src/Formatter/Items.rs:2225;crates/jet-parser/src/Formatter/Items.rs:2242	covered	crates/jet-parser/src/Formatter/Expressions.rs:2060;crates/jet-parser/src/Formatter/Expressions.rs:2062;crates/jet-parser/src/Formatter/Items.rs:1147;crates/jet-parser/src/Formatter/Items.rs:2221;crates/jet-parser/src/Formatter/Items.rs:2225;crates/jet-parser/src/Formatter/Items.rs:2242	covered	tests/fmt.rs:60;tests/fmt.rs:61;tests/fmt.rs:62;tests/fmt.rs:63;tests/fmt.rs:64	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-parser/src/lib.rs:75;crates/jet-sema/src/Sema/CheckerCoreLib/fields_ptrs.rs:134;tests/ui_lint/prelude_shadow_warn.warn:1;tests/ui_lint/prelude_shadow_warn.warn:7;tests/ui/authority_named_handle_escapes.stderr:4;tests/ui/cffi_e3204_two_use_forms.stderr:6	covered	editors/jet.tmGrammar:92;editors/tree-sitter/grammar.js:17;Source/LSP/Features.rs:720;Source/LSP/Features.rs:763;Source/LSP/Features.rs:765;Source/LSP/mod.rs:531	covered	crates/jet-devserver/src/Canvas/edit_actions.rs:743;crates/jet-devserver/src/Canvas/edit_actions.rs:1078;crates/jet-devserver/src/Canvas/edit_actions.rs:1081;crates/jet-devserver/src/Canvas/edit_actions.rs:1096;crates/jet-devserver/src/Canvas/edit_actions.rs:1109;crates/jet-devserver/src/Canvas/edit_actions.rs:1110
syntax-d-alloc-c-surface-decision-crates-jet-foundation-src-syntax-predic-cfbcf535	D-ALLOC-C	user	current	decision_row				crates/jet-foundation/src/Syntax/predicates.rs:157	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.
syntax-d-alloc-c-symbol-mem-bump-bump-1088d68b	D-ALLOC-C	user	current	type_or_name	MEM_BUMP	Bump	core.mem	crates/jet-foundation/src/Syntax/core_surface.rs:705;crates/jet-foundation/src/Syntax/core_surface.rs:707;crates/jet-foundation/src/Syntax/core_surface.rs:707	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	crates/jet-parser/src/Parser/mod.rs:1720;crates/jet-parser/src/Parser/mod.rs:1750;crates/jet-parser/src/Parser/mod.rs:1753;tests/fmt.rs:2401;tests/fmt.rs:2402	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/context_wrong_type.stderr:6	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-alloc-c-symbol-mem-fixed-fixed-f886717b	D-ALLOC-C	user	current	type_or_name	MEM_FIXED	Fixed		crates/jet-foundation/src/Syntax/core_surface.rs:712;crates/jet-foundation/src/Syntax/core_surface.rs:713;crates/jet-foundation/src/Syntax/core_surface.rs:713	covered	crates/jet-parser/src/Formatter/Expressions.rs:3181;crates/jet-parser/src/Formatter/Expressions.rs:3185;crates/jet-parser/src/Formatter/mod.rs:2361;crates/jet-parser/src/Parser/Expressions/primary.rs:1144;crates/jet-parser/src/Parser/Expressions/primary.rs:1145	covered	crates/jet-parser/src/Formatter/Expressions.rs:3181;crates/jet-parser/src/Formatter/Expressions.rs:3185;crates/jet-parser/src/Formatter/mod.rs:2361	covered	tests/fmt.rs:164;tests/fmt.rs:165;tests/fmt.rs:168;tests/fmt.rs:170	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui_lint/redundant_fixed_cleanup.warn:1;tests/ui_lint/redundant_fixed_cleanup.warn:4;tests/ui_lint/redundant_fixed_cleanup.warn:6;tests/ui_lint/redundant_fixed_cleanup.warn:7;tests/ui/binpat_unaligned_rest.stderr:6;tests/ui/context_wrong_type.stderr:6	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-alloc-c-symbol-mem-pool-pool-dfdb59e7	D-ALLOC-C	user	current	type_or_name	MEM_POOL	Pool		crates/jet-foundation/src/Syntax/core_surface.rs:709;crates/jet-foundation/src/Syntax/core_surface.rs:710;crates/jet-foundation/src/Syntax/core_surface.rs:710	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	tests/support/fmt_lossless.rs:1681;tests/support/fmt_lossless.rs:1719;tests/support/fmt_lossless.rs:1720	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/context_wrong_type.stderr:6	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-alloc-d-symbol-mem-alloc-reset-reset-e4073fc1	D-ALLOC-D	user	current	keyword_or_name	MEM_ALLOC_RESET	reset		crates/jet-foundation/src/Syntax/core_surface.rs:731;crates/jet-foundation/src/Syntax/core_surface.rs:732;crates/jet-foundation/src/Syntax/core_surface.rs:732	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/arena_view_after_reset.stderr:1;tests/ui/arena_view_after_reset.stderr:6;tests/ui/arena_view_after_reset.stderr:7;tests/ui/cli_program_mutable_receiver.stderr:4;tests/ui/mem_allocator_free_retired.stderr:7	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-alloc1-surface-decision-crates-jet-foundation-src-syntax-core-s-9e1fe849	D-ALLOC1	user	current	decision_row				crates/jet-foundation/src/Syntax/core_surface.rs:718	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.
syntax-d-alloc1-surface-decision-crates-jet-foundation-src-syntax-predic-cfbcf535	D-ALLOC1	user	current	decision_row				crates/jet-foundation/src/Syntax/predicates.rs:157	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.
syntax-d-alloc1-symbol-mem-alloc-alloc-alloc-a603bac9	D-ALLOC1	user	current	keyword_or_name	MEM_ALLOC_ALLOC	alloc		crates/jet-foundation/src/Syntax/core_surface.rs:725;crates/jet-foundation/src/Syntax/core_surface.rs:726;crates/jet-foundation/src/Syntax/core_surface.rs:726	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-foundation/src/Syntax/retirements.rs:523;tests/ui_lint/arena_heap_loop.warn:7;tests/ui/arena_view_after_reset.stderr:7;tests/ui/mem_use_after_free.stderr:4;tests/ui/mem_use_after_reset.stderr:4	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-alloc1-symbol-mem-arena-arena-025a88bf	D-ALLOC1	user	current	type_or_name	MEM_ARENA	Arena	#Unsafe | arena.alloc(value) | mem.Arena.new() | use core.mem	crates/jet-foundation/src/Syntax/core_surface.rs:700;crates/jet-foundation/src/Syntax/core_surface.rs:703;crates/jet-foundation/src/Syntax/core_surface.rs:703	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	tests/fmt.rs:2401;tests/fmt.rs:2402;tests/fmt.rs:2404	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-sema/src/Sema/CheckerOwnership.rs:345;tests/ui_lint/arena_heap_loop.warn:7;tests/ui/arena_bounded_transitive_overflow.stderr:1;tests/ui/arena_bounded_transitive_overflow.stderr:4;tests/ui/context_wrong_type.stderr:6;tests/ui/context_wrong_type.stderr:7	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-allocfail1-symbol-mem-alloc-try-alloc-try-alloc-0325edd5	D-ALLOCFAIL1	user	current	keyword_or_name	MEM_ALLOC_TRY_ALLOC	try_alloc		crates/jet-foundation/src/Syntax/core_surface.rs:728;crates/jet-foundation/src/Syntax/core_surface.rs:729;crates/jet-foundation/src/Syntax/core_surface.rs:729	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-allocfail1-symbol-type-alloc-error-allocerror-46d464d5	D-ALLOCFAIL1	user	current	type_or_name	TYPE_ALLOC_ERROR	AllocError	try_	crates/jet-foundation/src/Syntax/core_surface.rs:715;crates/jet-foundation/src/Syntax/core_surface.rs:716;crates/jet-foundation/src/Syntax/core_surface.rs:716	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/fallible_ignored.stderr:10;tests/ui/fallible_ignored.stderr:15;tests/ui/fallible_ignored.stderr:16	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-any-jai1-surface-items-a-b-5b22e904	D-ANY-JAI1	user	current	syntax_shape		...items: [A, B]		crates/jet-foundation/src/Syntax/predicates.rs:53	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-any-jai1-surface-t-3e258d37	D-ANY-JAI1	user	current	syntax_shape		...T		crates/jet-foundation/src/Syntax/predicates.rs:53	covered	crates/jet-parser/src/Parser/Items/functions_params.rs:1102	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/variadic_bound_body_shape.stderr:6;tests/ui/variadic_not_last.stderr:6	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-any-jai1-surface-args-handle-rust-type-add929f3	D-ANY-JAI1	user	current	keyword_or_name		args_handle_rust_type		crates/jet-foundation/src/Syntax/predicates.rs:177	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-any-jai1-surface-reflect-of-x-919c7964	D-ANY-JAI1	user	current	syntax_shape		reflect.of(x)		crates/jet-foundation/src/Syntax/predicates.rs:177	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-any-jai1-surface-t-a-b-16983994	D-ANY-JAI1	user	current	syntax_shape		T: [A, B]		crates/jet-foundation/src/Syntax/predicates.rs:53	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-apilabel1-surface-none-2f0c9f3d	D-APILABEL1	user	current	syntax_shape		*		crates/jet-foundation/src/Syntax.rs:125	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-apilabel1-surface-none-2a0c975e	D-APILABEL1	user	current	syntax_shape		/		crates/jet-foundation/src/Syntax.rs:125	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-apilabel1-symbol-param-zone-positional-only-9efcb57c	D-APILABEL1	user	current	syntax_shape	PARAM_ZONE_POSITIONAL_ONLY	/	* | /	crates/jet-foundation/src/Syntax/core_surface.rs:301;crates/jet-foundation/src/Syntax/core_surface.rs:305;crates/jet-foundation/src/Syntax/core_surface.rs:305	covered	crates/jet-parser/src/Formatter/Expressions.rs:862;crates/jet-parser/src/Formatter/Items.rs:1642;crates/jet-parser/src/Parser/Items/functions_params.rs:815;crates/jet-parser/src/Parser/Items/functions_params.rs:823;crates/jet-parser/src/Parser/Items/functions_params.rs:884;crates/jet-parser/src/Parser/Items/functions_params.rs:898	covered	crates/jet-parser/src/Formatter/Expressions.rs:862;crates/jet-parser/src/Formatter/Items.rs:1642	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-apilabel1-surface-timeout-seconds-int-4d4688f8	D-APILABEL1	user	current	syntax_shape		timeout seconds: Int		crates/jet-foundation/src/Syntax.rs:125	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	covered	tests/fmt.rs:4207;tests/fmt.rs:4208;tests/fmt.rs:4213	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	missing	MISSING:A diagnostic teaching path or diagnostic fixture directly names this symbol or spelling.	covered	Source/LSP/mod.rs:859;Source/LSP/mod.rs:869	missing	MISSING:A Canvas projection source line directly names this symbol or spelling.
syntax-d-args1-surface-decision-crates-jet-foundation-src-syntax-predic-52c47f33	D-ARGS1	user	current	decision_row				crates/jet-foundation/src/Syntax/predicates.rs:168	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.
syntax-d-args1-symbol-core-args-module-core-args-51559eff	D-ARGS1	user	current	syntax_shape	CORE_ARGS_MODULE	core.args		crates/jet-foundation/src/Syntax/core_surface.rs:778;crates/jet-foundation/src/Syntax/core_surface.rs:779;crates/jet-foundation/src/Syntax/core_surface.rs:779	missing	MISSING:A parser or lexer source line directly names this symbol or spelling.	missing	MISSING:A formatter source line directly names this symbol or spelling.	missing	MISSING:A formatter fixture calls the formatter and checks a stable second pass while naming this form.	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	tests/ui/core_async_loadable_retired.stderr:7;tests/ui/core_devserver_retired.stderr:7;tests/ui/core_secrets_retired.stderr:7	missing	MISSING:An LSP or editor projection source line directly names this symbol or spelling.	covered	crates/jet-devserver/src/Canvas/query_actions.rs:1242;crates/jet-devserver/src/Canvas/query_actions.rs:1267
syntax-d-armhead-paren1-surface-decision-crates-jet-foundation-src-syntax-rs-226-1e4d37bd	D-ARMHEAD-PAREN1	user	current	decision_row				crates/jet-foundation/src/Syntax.rs:226	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.	missing	MISSING:The decision row has no concrete source spelling; coverage cannot be inferred.
syntax-d-arrow-control1-symbol-effect-arrow-open-2a6c873b	D-ARROW-CONTROL1	user	current	syntax_shape	EFFECT_ARROW_OPEN	-[	-> | -[FS.Read, ..E]> | -[]>	crates/jet-foundation/src/Syntax/effects_surface.rs:13;crates/jet-foundation/src/Syntax/effects_surface.rs:21;crates/jet-foundation/src/Syntax/effects_surface.rs:21	covered	crates/jet-parser/src/Formatter/Expressions.rs:962;crates/jet-parser/src/Formatter/Expressions.rs:2385;crates/jet-parser/src/Formatter/Items.rs:962;crates/jet-parser/src/Formatter/Items.rs:972;crates/jet-parser/src/Formatter/Items.rs:1417;crates/jet-parser/src/Formatter/Items.rs:1427	covered	crates/jet-parser/src/Formatter/Expressions.rs:962;crates/jet-parser/src/Formatter/Expressions.rs:2385;crates/jet-parser/src/Formatter/Items.rs:962;crates/jet-parser/src/Formatter/Items.rs:972;crates/jet-parser/src/Formatter/Items.rs:1417;crates/jet-parser/src/Formatter/Items.rs:1427	covered	tests/fmt.rs:1245;tests/fmt.rs:1246	missing	MISSING:A linter policy or recognition source line directly names this symbol or spelling.	covered	crates/jet-parser/src/Parser/mod.rs:2079;tests/ui/arena_bounded_open_multiplicity.stderr:6;tests/ui/arena_bounded_transitive_overflow.stderr:6;tests/ui/cffi_callback_allocation.stderr:1;tests/ui/cffi_callback_bound_method.stderr:4;tests/ui/cffi_callback_bound_method.stderr:7	covered	Source/LSP/Features.rs:788;Source/LSP/mod.rs:807;Source/LSP/mod.rs:810;Source/LSP/Server.rs:1492;Source/LSP/Server.rs:1496	covered	crates/jet-canvas/src/js/inspector-connections.js:17;crates/jet-devserver/src/Canvas/graph_json.rs:924;crates/jet-devserver/src/Canvas/graph_json.rs:928;crates/jet-devserver/src/Canvas/graph_json.rs:938;crates/jet-devserver/src/Canvas/graph_projection.rs:1207;crates/jet-devserver/src/Canvas/graph_projection.rs:1214
